"","flux_umolm2sec","Error","last_inputf","last_time","codew","plot_code","sub_plot","collar_number","replica","day","month","year","measurement_code","treatment_code_partitioning","flux_umolm2sec_modeled","Outlier_id","flux_umolm2sec_no_outlier","MgC_year_per_ha"
"121",1.78638,"NA",0.26,124,"XXX-01_4_9999_1_25_9_2013_TOTAL_NA","XXX-01","4",9999,"1",25,9,2013,"TOTAL",NA,1.78638,0,1.78638,6.21996399319061
"122",2.16357,"NA",0.29,110,"XXX-01_7_9999_1_25_9_2013_TOTAL_NA","XXX-01","7",9999,"1",25,9,2013,"TOTAL",NA,2.16357,0,2.16357,7.53329498580784
"123",1.34126,"NA",0.18,124,"XXX-01_6_9999_1_25_9_2013_TOTAL_NA","XXX-01","6",9999,"1",25,9,2013,"TOTAL",NA,1.34126,0,1.34126,4.67010877053418
"124",1.78227,"NA",0.24,124,"XXX-01_5_9999_1_25_9_2013_TOTAL_NA","XXX-01","5",9999,"1",25,9,2013,"TOTAL",NA,1.78227,0,1.78227,6.20565345903102
"125",0.6525,"NA",0.08,124,"XXX-01_15_9999_1_25_9_2013_TOTAL_NA","XXX-01","15",9999,"1",25,9,2013,"TOTAL",NA,0.6525,-0.405495652032705,0.6525,2.27192786840251
"126",2.11164,"NA",0.29,110,"XXX-01_1_9999_1_19_10_2013_TOTAL_NA","XXX-01","1",9999,"1",19,10,2013,"TOTAL",NA,2.11164,0,2.11164,7.35248086441912
"127",1.16441,"NA",0.16,124,"XXX-01_2_9999_1_19_10_2013_TOTAL_NA","XXX-01","2",9999,"1",19,10,2013,"TOTAL",NA,1.16441,0,1.16441,4.05433797585681
"128",1.4998,"NA",0.2,124,"XXX-01_8_9999_1_19_10_2013_TOTAL_NA","XXX-01","8",9999,"1",19,10,2013,"TOTAL",NA,1.4998,0,1.4998,5.22212630962465
"129",1.75804,"NA",0.25,124,"XXX-01_9_9999_1_19_10_2013_TOTAL_NA","XXX-01","9",9999,"1",19,10,2013,"TOTAL",NA,1.75804,0,1.75804,6.12128746324345
"130",2.4132,"NA",0.34,96,"XXX-01_10_9999_1_19_10_2013_TOTAL_NA","XXX-01","10",9999,"1",19,10,2013,"TOTAL",NA,2.4132,0.0240965078230934,2.4132,8.4024771372091
"131",3.31655,"NA",0.42,76,"XXX-01_11_9999_1_19_10_2013_TOTAL_NA","XXX-01","11",9999,"1",19,10,2013,"TOTAL",NA,3.31655,0.757567330567306,3.31655,11.5478350527975
"132",1.44337,"NA",0.19,124,"XXX-01_12_9999_1_19_10_2013_TOTAL_NA","XXX-01","12",9999,"1",19,10,2013,"TOTAL",NA,1.44337,0,1.44337,5.02564372017798
"133",1.54448,"NA",0.22,124,"XXX-01_19_9999_1_19_10_2013_TOTAL_NA","XXX-01","19",9999,"1",19,10,2013,"TOTAL",NA,1.54448,0,1.54448,5.37769678803112
"134",3.55135,"NA",0.47,72,"XXX-01_20_9999_1_19_10_2013_TOTAL_NA","XXX-01","20",9999,"1",19,10,2013,"TOTAL",NA,3.55135,0.948212096361673,3.55135,12.3653808972433
"135",1.78823,"NA",0.25,124,"XXX-01_21_9999_1_19_10_2013_TOTAL_NA","XXX-01","21",9999,"1",19,10,2013,"TOTAL",NA,1.78823,0,1.78823,6.22640547450333
"136",2.22183,"NA",0.31,105,"XXX-01_22_9999_1_20_10_2013_TOTAL_NA","XXX-01","22",9999,"1",20,10,2013,"TOTAL",NA,2.22183,0,2.22183,7.73614941893142
"137",2.75251,"NA",0.39,86,"XXX-01_23_9999_1_20_10_2013_TOTAL_NA","XXX-01","23",9999,"1",20,10,2013,"TOTAL",NA,2.75251,0.29959768108411,2.75251,9.58391444759631
"138",2.08513,"NA",0.29,110,"XXX-01_24_9999_1_20_10_2013_TOTAL_NA","XXX-01","24",9999,"1",20,10,2013,"TOTAL",NA,2.08513,0,2.08513,7.26017617814885
"139",1.23818,"NA",0.17,124,"XXX-01_25_9999_1_20_10_2013_TOTAL_NA","XXX-01","25",9999,"1",20,10,2013,"TOTAL",NA,1.23818,0,1.23818,4.31119639555344
"140",2.85235,"NA",0.41,81,"XXX-01_16_9999_1_20_10_2013_TOTAL_NA","XXX-01","16",9999,"1",20,10,2013,"TOTAL",NA,2.85235,0.380662303813707,2.85235,9.93154552557532
"141",3.32324,"NA",0.49,67,"XXX-01_17_9999_1_20_10_2013_TOTAL_NA","XXX-01","17",9999,"1",20,10,2013,"TOTAL",NA,3.32324,0.762999244890834,3.32324,11.5711288419769
"142",2.36882,"NA",0.36,91,"XXX-01_18_9999_1_20_10_2013_TOTAL_NA","XXX-01","18",9999,"1",20,10,2013,"TOTAL",NA,2.36882,0,2.36882,8.24795122333982
"143",1.79145,"NA",0.25,124,"XXX-01_13_9999_1_20_10_2013_TOTAL_NA","XXX-01","13",9999,"1",20,10,2013,"TOTAL",NA,1.79145,0,1.79145,6.23761713386923
"144",1.56925,"NA",0.21,124,"XXX-01_14_9999_1_20_10_2013_TOTAL_NA","XXX-01","14",9999,"1",20,10,2013,"TOTAL",NA,1.56925,0,1.56925,5.46394299998565
"145",1.87903,"NA",0.27,120,"XXX-01_15_9999_1_20_10_2013_TOTAL_NA","XXX-01","15",9999,"1",20,10,2013,"TOTAL",NA,1.87903,0,1.87903,6.54256034109482
"146",2.75532,"NA",0.39,81,"XXX-01_5_9999_1_20_10_2013_TOTAL_NA","XXX-01","5",9999,"1",20,10,2013,"TOTAL",NA,2.75532,0.301879247489059,2.75532,9.59369853542805
"147",1.83156,"NA",0.25,124,"XXX-01_6_9999_1_20_10_2013_TOTAL_NA","XXX-01","6",9999,"1",20,10,2013,"TOTAL",NA,1.83156,0,1.83156,6.37727541249242
"148",0.53651,"NA",0.07,124,"XXX-01_7_9999_1_20_10_2013_TOTAL_NA","XXX-01","7",9999,"1",20,10,2013,"TOTAL",NA,0.53651,-0.499673192000714,0.53651,1.86806439950441
"149",1.15214,"NA",0.15,124,"XXX-01_3_9999_1_20_10_2013_TOTAL_NA","XXX-01","3",9999,"1",20,10,2013,"TOTAL",NA,1.15214,0,1.15214,4.01161528628547
"150",2.87611,"NA",0.37,91,"XXX-01_4_9999_1_20_10_2013_TOTAL_NA","XXX-01","4",9999,"1",20,10,2013,"TOTAL",NA,2.87611,0.399954125088299,2.87611,10.0142750369213
"151",2.26219,"NA",0.31,105,"XXX-01_1_9999_1_20_11_2013_TOTAL_NA","XXX-01","1",9999,"1",20,11,2013,"TOTAL",NA,2.26219,0,2.26219,7.87667816800226
"152",1.20222,"NA",0.17,124,"XXX-01_2_9999_1_20_11_2013_TOTAL_NA","XXX-01","2",9999,"1",20,11,2013,"TOTAL",NA,1.20222,0,1.20222,4.18598792636148
"153",1.47716,"NA",0.2,124,"XXX-01_8_9999_1_20_11_2013_TOTAL_NA","XXX-01","8",9999,"1",20,11,2013,"TOTAL",NA,1.47716,0,1.47716,5.14329650588422
"154",2.8051,"NA",0.39,81,"XXX-01_9_9999_1_20_11_2013_TOTAL_NA","XXX-01","9",9999,"1",20,11,2013,"TOTAL",NA,2.8051,0.342297886506281,2.8051,9.76702661096687
"155",2.13443,"NA",0.31,100,"XXX-01_10_9999_1_20_11_2013_TOTAL_NA","XXX-01","10",9999,"1",20,11,2013,"TOTAL",NA,2.13443,0,2.13443,7.43183295042815
"156",1.98288,"NA",0.27,115,"XXX-01_11_9999_1_20_11_2013_TOTAL_NA","XXX-01","11",9999,"1",20,11,2013,"TOTAL",NA,1.98288,0,1.98288,6.90415376505436
"157",2.42878,"NA",0.35,91,"XXX-01_12_9999_1_20_11_2013_TOTAL_NA","XXX-01","12",9999,"1",20,11,2013,"TOTAL",NA,2.42878,0.0367466162177965,2.42878,8.45672485550751
"158",2.09825,"NA",0.31,105,"XXX-01_19_9999_1_20_11_2013_TOTAL_NA","XXX-01","19",9999,"1",20,11,2013,"TOTAL",NA,2.09825,0,2.09825,7.30585846724225
"159",1.419,"NA",0.2,124,"XXX-01_20_9999_1_20_11_2013_TOTAL_NA","XXX-01","20",9999,"1",20,11,2013,"TOTAL",NA,1.419,0,1.419,4.94079026093971
"160",3.28285,"NA",0.45,76,"XXX-01_21_9999_1_20_11_2013_TOTAL_NA","XXX-01","21",9999,"1",20,11,2013,"TOTAL",NA,3.28285,0.730204772614708,3.28285,11.4304956364524
"161",1.27448,"NA",0.19,124,"XXX-01_22_9999_1_20_11_2013_TOTAL_NA","XXX-01","22",9999,"1",20,11,2013,"TOTAL",NA,1.27448,0,1.27448,4.43758870455422
"162",3.93083,"NA",0.58,57,"XXX-01_23_9999_1_20_11_2013_TOTAL_NA","XXX-01","23",9999,"1",20,11,2013,"TOTAL",NA,3.93083,1.25632911392405,3.93083,13.6866853991611
"163",2.13456,"NA",0.31,105,"XXX-01_24_9999_1_20_11_2013_TOTAL_NA","XXX-01","24",9999,"1",20,11,2013,"TOTAL",NA,2.13456,0,2.13456,7.43228559506094
"164",3.53534,"NA",0.5,67,"XXX-01_25_9999_1_20_11_2013_TOTAL_NA","XXX-01","25",9999,"1",20,11,2013,"TOTAL",NA,3.53534,0.935212851470839,3.53534,12.3096359697749
"165",2.05146,"NA",0.29,115,"XXX-01_16_9999_1_20_11_2013_TOTAL_NA","XXX-01","16",9999,"1",20,11,2013,"TOTAL",NA,2.05146,0,2.05146,7.14294121825749
"166",2.33239,"NA",0.31,105,"XXX-01_17_9999_1_20_11_2013_TOTAL_NA","XXX-01","17",9999,"1",20,11,2013,"TOTAL",NA,2.33239,0,2.33239,8.12110626970625
"167",2.56153,"NA",0.39,86,"XXX-01_18_9999_1_20_11_2013_TOTAL_NA","XXX-01","18",9999,"1",20,11,2013,"TOTAL",NA,2.56153,0.144532360081519,2.56153,8.91894466321698
"168",1.62269,"NA",0.22,124,"XXX-01_13_9999_1_20_11_2013_TOTAL_NA","XXX-01","13",9999,"1",20,11,2013,"TOTAL",NA,1.62269,0,1.62269,5.65001476287827
"169",3.55629,"NA",0.47,72,"XXX-01_14_9999_1_20_11_2013_TOTAL_NA","XXX-01","14",9999,"1",20,11,2013,"TOTAL",NA,3.55629,0.952223106340482,3.55629,12.3825813932891
"170",1.83747,"NA",0.25,124,"XXX-01_15_9999_1_20_11_2013_TOTAL_NA","XXX-01","15",9999,"1",20,11,2013,"TOTAL",NA,1.83747,0,1.83747,6.39785333387519
"171",2.58375,"NA",0.37,91,"XXX-01_5_9999_1_20_11_2013_TOTAL_NA","XXX-01","5",9999,"1",20,11,2013,"TOTAL",NA,2.58375,0.162573785532758,2.58375,8.99631207660534
"172",1.94996,"NA",0.28,115,"XXX-01_6_9999_1_20_11_2013_TOTAL_NA","XXX-01","6",9999,"1",20,11,2013,"TOTAL",NA,1.94996,0,1.94996,6.78953021650599
"173",0.67649,"NA",0.1,124,"XXX-01_7_9999_1_20_11_2013_TOTAL_NA","XXX-01","7",9999,"1",20,11,2013,"TOTAL",NA,0.67649,-0.38601708332995,0.67649,2.35545821256033
"174",1.50957,"NA",0.21,124,"XXX-01_4_9999_1_20_11_2013_TOTAL_NA","XXX-01","4",9999,"1",20,11,2013,"TOTAL",NA,1.50957,0,1.50957,5.25614429471935
"175",3.14222,"NA",0.43,76,"XXX-01_3_9999_1_20_11_2013_TOTAL_NA","XXX-01","3",9999,"1",20,11,2013,"TOTAL",NA,3.14222,0.616020899473048,3.14222,10.9408386002325
"176",2.44631,"NA",0.35,96,"XXX-01_1_9999_1_9_12_2013_TOTAL_NA","XXX-01","1",9999,"1",9,12,2013,"TOTAL",NA,2.44631,0.0509800180251867,2.44631,8.51776224329769
"177",2.66384,"NA",0.38,86,"XXX-01_2_9999_1_9_12_2013_TOTAL_NA","XXX-01","2",9999,"1",9,12,2013,"TOTAL",NA,2.66384,0.227602487800521,2.66384,9.27517598921891
"178",1.57132,"NA",0.23,124,"XXX-01_8_9999_1_9_12_2013_TOTAL_NA","XXX-01","8",9999,"1",9,12,2013,"TOTAL",NA,1.57132,0,1.57132,5.47115049529231
"179",1.57589,"NA",0.23,124,"XXX-01_9_9999_1_9_12_2013_TOTAL_NA","XXX-01","9",9999,"1",9,12,2013,"TOTAL",NA,1.57589,0,1.57589,5.4870626950756
"180",3.29134,"NA",0.46,72,"XXX-01_10_9999_1_9_12_2013_TOTAL_NA","XXX-01","10",9999,"1",9,12,2013,"TOTAL",NA,3.29134,0.737098188549947,3.29134,11.460056812855
"181",2.35312,"NA",0.33,100,"XXX-01_11_9999_1_9_12_2013_TOTAL_NA","XXX-01","11",9999,"1",9,12,2013,"TOTAL",NA,2.35312,0,2.35312,8.19328567922653
"182",3.06696,"NA",0.42,76,"XXX-01_12_9999_1_9_12_2013_TOTAL_NA","XXX-01","12",9999,"1",9,12,2013,"TOTAL",NA,3.06696,0.55491389319671,3.06696,10.6787921766678
"183",4.54627,"NA",0.61,57,"XXX-01_19_9999_1_9_12_2013_TOTAL_NA","XXX-01","19",9999,"1",9,12,2013,"TOTAL",NA,4.54627,1.75603275387501,4.54627,15.829574728402
"184",2.24473,"NA",0.33,100,"XXX-01_20_9999_1_9_12_2013_TOTAL_NA","XXX-01","20",9999,"1",9,12,2013,"TOTAL",NA,2.24473,0,2.24473,7.81588451193742
"185",2.39169,"NA",0.35,91,"XXX-01_21_9999_1_9_12_2013_TOTAL_NA","XXX-01","21",9999,"1",9,12,2013,"TOTAL",NA,2.39169,0.0066315635631412,2.39169,8.32758185989211
"186",1.9331,"NA",0.27,120,"XXX-01_22_9999_1_9_12_2013_TOTAL_NA","XXX-01","22",9999,"1",9,12,2013,"TOTAL",NA,1.9331,0,1.9331,6.73082568951554
"187",2.34081,"NA",0.32,100,"XXX-01_23_9999_1_9_12_2013_TOTAL_NA","XXX-01","23",9999,"1",9,12,2013,"TOTAL",NA,2.34081,0,2.34081,8.15042371438357
"188",0.98277,"NA",0.13,124,"XXX-01_24_9999_1_10_12_2013_TOTAL_NA","XXX-01","24",9999,"1",10,12,2013,"TOTAL",NA,0.98277,-0.13733446464384,0.98277,3.4218889674022
"189",2.73394,"NA",0.39,81,"XXX-01_25_9999_1_10_12_2013_TOTAL_NA","XXX-01","25",9999,"1",10,12,2013,"TOTAL",NA,2.73394,0.284519856123286,2.73394,9.51925590274384
"190",1.09267,"NA",0.15,124,"XXX-01_18_9999_1_10_12_2013_TOTAL_NA","XXX-01","18",9999,"1",10,12,2013,"TOTAL",NA,1.09267,-0.0481016717954546,1.09267,3.8045477761952
"191",1.87371,"NA",0.25,124,"XXX-01_17_9999_1_10_12_2013_TOTAL_NA","XXX-01","17",9999,"1",10,12,2013,"TOTAL",NA,1.87371,0,1.87371,6.52403672996853
"192",2.99205,"NA",0.42,76,"XXX-01_16_9999_1_10_12_2013_TOTAL_NA","XXX-01","16",9999,"1",10,12,2013,"TOTAL",NA,2.99205,0.494091067789317,2.99205,10.4179644117299
"193",2.24833,"NA",0.32,100,"XXX-01_15_9999_1_10_12_2013_TOTAL_NA","XXX-01","15",9999,"1",10,12,2013,"TOTAL",NA,2.24833,0,2.24833,7.82841928638378
"194",2.88258,"NA",0.39,81,"XXX-01_14_9999_1_10_12_2013_TOTAL_NA","XXX-01","14",9999,"1",10,12,2013,"TOTAL",NA,2.88258,0.405207411437062,2.88258,10.0368028121068
"195",2.89018,"NA",0.4,81,"XXX-01_13_9999_1_10_12_2013_TOTAL_NA","XXX-01","13",9999,"1",10,12,2013,"TOTAL",NA,2.89018,0.411378196019844,2.89018,10.0632651137158
"196",1.36656,"NA",0.19,124,"XXX-01_7_9999_1_10_12_2013_TOTAL_NA","XXX-01","7",9999,"1",10,12,2013,"TOTAL",NA,1.36656,0,1.36656,4.75820037983775
"197",0.98585,"NA",0.17,124,"XXX-01_6_9999_1_10_12_2013_TOTAL_NA","XXX-01","6",9999,"1",10,12,2013,"TOTAL",NA,0.98585,-0.134833672997134,0.98585,3.43261316331742
"198",1.25015,"NA",0.17,124,"XXX-01_5_9999_1_10_12_2013_TOTAL_NA","XXX-01","5",9999,"1",10,12,2013,"TOTAL",NA,1.25015,0,1.25015,4.35287452058758
"199",1.30296,"NA",0.17,124,"XXX-01_4_9999_1_10_12_2013_TOTAL_NA","XXX-01","4",9999,"1",10,12,2013,"TOTAL",NA,1.30296,0,1.30296,4.53675269795208
"200",1.54025,"NA",0.21,124,"XXX-01_3_9999_1_10_12_2013_TOTAL_NA","XXX-01","3",9999,"1",10,12,2013,"TOTAL",NA,1.54025,0,1.54025,5.36296842805665
"201",2.375,"NA",0.32,100,"XXX-01_1_9999_1_12_1_2014_TOTAL_NA","XXX-01","1",9999,"1",12,1,2014,"TOTAL",NA,2.375,0,2.375,8.26946925280607
"202",2.33596,"NA",0.31,105,"XXX-01_2_9999_1_12_1_2014_TOTAL_NA","XXX-01","2",9999,"1",12,1,2014,"TOTAL",NA,2.33596,0,2.33596,8.13353658769889
"203",2.44288,"NA",0.33,100,"XXX-01_8_9999_1_12_1_2014_TOTAL_NA","XXX-01","8",9999,"1",12,1,2014,"TOTAL",NA,2.44288,0.0481950455095366,2.44288,8.50581938875574
"204",2.55865,"NA",0.35,96,"XXX-01_9_9999_1_12_1_2014_TOTAL_NA","XXX-01","9",9999,"1",12,1,2014,"TOTAL",NA,2.55865,0.142193957502781,2.55865,8.9089168436599
"205",0.55711,"NA",0.07,124,"XXX-01_10_9999_1_12_1_2014_TOTAL_NA","XXX-01","10",9999,"1",12,1,2014,"TOTAL",NA,0.55711,-0.482947118000016,0.55711,1.93979116439191
"206",2.45581,"NA",0.34,96,"XXX-01_11_9999_1_12_1_2014_TOTAL_NA","XXX-01","11",9999,"1",12,1,2014,"TOTAL",NA,2.45581,0.0586934987536641,2.45581,8.55084012030892
"207",0.86075,"NA",0.11,124,"XXX-01_12_9999_1_12_1_2014_TOTAL_NA","XXX-01","12",9999,"1",12,1,2014,"TOTAL",NA,0.86075,-0.236408035011083,0.86075,2.99702975130645
"208",1.11076,"NA",0.15,124,"XXX-01_19_9999_1_12_1_2014_TOTAL_NA","XXX-01","19",9999,"1",12,1,2014,"TOTAL",NA,1.11076,-0.0334135805977541,1.11076,3.86753501778816
"209",1.95521,"NA",0.27,120,"XXX-01_20_9999_1_12_1_2014_TOTAL_NA","XXX-01","20",9999,"1",12,1,2014,"TOTAL",NA,1.95521,0,1.95521,6.80781009590693
"210",1.22056,"NA",0.17,124,"XXX-01_21_9999_1_12_1_2014_TOTAL_NA","XXX-01","21",9999,"1",12,1,2014,"TOTAL",NA,1.22056,0,1.22056,4.2498456384021
"211",1.5691,"NA",0.22,124,"XXX-01_22_9999_1_12_1_2014_TOTAL_NA","XXX-01","22",9999,"1",12,1,2014,"TOTAL",NA,1.5691,0,1.5691,5.46342071771705
"212",1.92616,"NA",0.27,120,"XXX-01_23_9999_1_12_1_2014_TOTAL_NA","XXX-01","23",9999,"1",12,1,2014,"TOTAL",NA,1.92616,0,1.92616,6.7066614298884
"213",1.75716,"NA",0.23,124,"XXX-01_24_9999_1_12_1_2014_TOTAL_NA","XXX-01","24",9999,"1",12,1,2014,"TOTAL",NA,1.75716,0,1.75716,6.11822340726767
"214",1.50589,"NA",0.21,124,"XXX-01_25_9999_1_12_1_2014_TOTAL_NA","XXX-01","25",9999,"1",12,1,2014,"TOTAL",NA,1.50589,0,1.50589,5.24333096972974
"215",1.48159,"NA",0.2,124,"XXX-01_16_9999_1_12_1_2014_TOTAL_NA","XXX-01","16",9999,"1",12,1,2014,"TOTAL",NA,1.48159,0,1.48159,5.15872124221682
"216",1.55074,"NA",0.21,124,"XXX-01_17_9999_1_12_1_2014_TOTAL_NA","XXX-01","17",9999,"1",12,1,2014,"TOTAL",NA,1.55074,0,1.55074,5.39949336804063
"217",1.54731,"NA",0.21,124,"XXX-01_18_9999_1_12_1_2014_TOTAL_NA","XXX-01","18",9999,"1",12,1,2014,"TOTAL",NA,1.54731,0,1.54731,5.38755051349868
"218",1.5591,"NA",0.21,124,"XXX-01_13_9999_1_12_1_2014_TOTAL_NA","XXX-01","13",9999,"1",12,1,2014,"TOTAL",NA,1.5591,0,1.5591,5.4286018998105
"219",1.45471,"NA",0.2,124,"XXX-01_14_9999_1_12_1_2014_TOTAL_NA","XXX-01","14",9999,"1",12,1,2014,"TOTAL",NA,1.45471,0,1.45471,5.06512825968401
"220",1.44011,"NA",0.2,124,"XXX-01_15_9999_1_12_1_2014_TOTAL_NA","XXX-01","15",9999,"1",12,1,2014,"TOTAL",NA,1.44011,0,1.44011,5.01429278554044
"221",1.31414,"NA",0.19,124,"XXX-01_5_9999_1_12_1_2014_TOTAL_NA","XXX-01","5",9999,"1",12,1,2014,"TOTAL",NA,1.31414,0,1.31414,4.57568013637161
"222",1.18543,"NA",0.16,124,"XXX-01_6_9999_1_12_1_2014_TOTAL_NA","XXX-01","6",9999,"1",12,1,2014,"TOTAL",NA,1.18543,0,1.18543,4.12752713109638
"223",1.41758,"NA",0.19,124,"XXX-01_7_9999_1_12_1_2014_TOTAL_NA","XXX-01","7",9999,"1",12,1,2014,"TOTAL",NA,1.41758,0,1.41758,4.93584598879698
"224",1.3479,"NA",0.18,124,"XXX-01_3_9999_1_12_1_2014_TOTAL_NA","XXX-01","3",9999,"1",12,1,2014,"TOTAL",NA,1.3479,0,1.3479,4.69322846562413
"225",1.10906,"NA",0.16,124,"XXX-01_4_9999_1_12_1_2014_TOTAL_NA","XXX-01","4",9999,"1",12,1,2014,"TOTAL",NA,1.10906,-0.0347938876754817,1.10906,3.86161581874404
"226",1.35312,"NA",0.18,124,"XXX-01_1_9999_1_9_2_2014_TOTAL_NA","XXX-01","1",9999,"1",9,2,2014,"TOTAL",NA,1.35312,0,1.35312,4.71140388857135
"227",1.25202,"NA",0.18,124,"XXX-01_2_9999_1_9_2_2014_TOTAL_NA","XXX-01","2",9999,"1",9,2,2014,"TOTAL",NA,1.25202,0,1.25202,4.35938563953611
"228",1.40682,"NA",0.2,124,"XXX-01_8_9999_1_9_2_2014_TOTAL_NA","XXX-01","8",9999,"1",9,2,2014,"TOTAL",NA,1.40682,0,1.40682,4.89838094072953
"229",1.44273,"NA",0.21,124,"XXX-01_9_9999_1_9_2_2014_TOTAL_NA","XXX-01","9",9999,"1",9,2,2014,"TOTAL",NA,1.44273,0,1.44273,5.02341531583196
"230",1.17024,"NA",0.16,124,"XXX-01_10_9999_1_9_2_2014_TOTAL_NA","XXX-01","10",9999,"1",9,2,2014,"TOTAL",NA,1.17024,0,1.17024,4.07463734669633
"231",1.45597,"NA",0.2,124,"XXX-01_11_9999_1_9_2_2014_TOTAL_NA","XXX-01","11",9999,"1",9,2,2014,"TOTAL",NA,1.45597,0,1.45597,5.06951543074023
"232",1.44202,"NA",0.2,124,"XXX-01_12_9999_1_9_2_2014_TOTAL_NA","XXX-01","12",9999,"1",9,2,2014,"TOTAL",NA,1.44202,0,1.44202,5.02094317976059
"233",1.32925,"NA",0.19,124,"XXX-01_19_9999_1_9_2_2014_TOTAL_NA","XXX-01","19",9999,"1",9,2,2014,"TOTAL",NA,1.32925,0,1.32925,4.62829137022841
"234",1.39607,"NA",0.19,124,"XXX-01_20_9999_1_9_2_2014_TOTAL_NA","XXX-01","20",9999,"1",9,2,2014,"TOTAL",NA,1.39607,0,1.39607,4.86095071147999
"235",1.09705,"NA",0.15,124,"XXX-01_21_9999_1_9_2_2014_TOTAL_NA","XXX-01","21",9999,"1",9,2,2014,"TOTAL",NA,1.09705,-0.0445453512069566,1.09705,3.81979841843827
"236",2.2115,"NA",0.34,91,"XXX-01_22_9999_1_9_2_2014_TOTAL_NA","XXX-01","22",9999,"1",9,2,2014,"TOTAL",NA,2.2115,0,2.2115,7.70018158003395
"237",1.06722,"NA",0.16,124,"XXX-01_23_9999_1_9_2_2014_TOTAL_NA","XXX-01","23",9999,"1",9,2,2014,"TOTAL",NA,1.06722,-0.0687656806943755,1.06722,3.71593388462303
"238",1.18585,"NA",0.18,124,"XXX-01_24_9999_1_9_2_2014_TOTAL_NA","XXX-01","24",9999,"1",9,2,2014,"TOTAL",NA,1.18585,0,1.18585,4.12898952144845
"239",0.98842,"NA",0.15,124,"XXX-01_25_9999_1_9_2_2014_TOTAL_NA","XXX-01","25",9999,"1",9,2,2014,"TOTAL",NA,0.98842,-0.132746973473746,0.98842,3.4415615995194
"240",3.34424,"NA",0.48,67,"XXX-01_16_9999_1_9_2_2014_TOTAL_NA","XXX-01","16",9999,"1",9,2,2014,"TOTAL",NA,3.34424,0.780050097027468,3.34424,11.6442483595807
