Tree,,,,,,,,,,,,,4646,Census No: 1  Date: 2011.452,,,,,,,,,,,,,,,,,,,5979,Census No: 2  Date: 2013.676,,,,,,,,,,,,,,,,,,,6072,Census No: 3  Date: 2014.803,,,,,,,,,,,,,,,,,,
750845,,,206,24,,80.5,74.5,Ebenaceae,Diospyros piscatoria,,0.83328125,WDGenus,2248941,199,186,,186,186,186,,1940,a,1,0,1,,,,,,,,3105455,190,190,,190,190,190,,1940,a,1,0,0,,,,,,,,3137703,192,192,,192,192,192,,1940,a,1,0,0,,,,,,,
750846,,,207,25,,80,85,Cannabaceae,Celtis tessmannii,,0.6466,WDSpecies ,2248942,861,861,,861,861,861,,3230,a,1,0,0,,,,,,,,3105456,860,860,,860,860,860,,3230,a,1,0,0,,,,,,,,3137704,864,864,,864,864,864,,3230,a,1,0,0,,,,,,,
750847,,,208,25,,83,86.5,Fabaceae,Swartzia fistuloides,,0.68331525,WDFamily,2248943,412,412,,412,412,412,,2240,bh,1,0,0,,,,,,,b @ 7m,3105457,409,409,,409,409,409,,2240,bh,1,0,0,,,,,,,,3137705,409,409,,409,409,409,,2240,bh,1,0,0,,,,,,,
750849,,,209,25,,84,91.5,Annonaceae,Polyalthia suaveolens,,0.695,WDSpecies ,2248945,150,150,,150,150,150,,1300,a,1,0,0,,,,,,,,3105458,156,156,,156,156,156,,1300,a,1,0,0,,,,,,,,3137706,157,157,,157,157,157,,1300,a,1,0,0,,,,,,,
750850,,,210,25,,86,94.5,Burseraceae,Aucoumea klaineana,,0.377769231,WDSpecies ,2248946,393,393,,393,393,393,,1300,a,1,0,0,,,,,,,,3105459,391,394,,394,394,394,,1300,a,1,0,3,,,,,,,,3137707,396,396,,396,396,396,,1300,a,1,0,0,,,,,,,
750854,,,214,25,,98.5,96,Burseraceae,Dacryodes buettneri,,0.51255,WDSpecies ,2248950,336,336,,336,336,336,,1300,a,1,0,0,,,,,,,,3105463,334,334,,334,334,334,,1300,a,1,0,0,,,,,,,,3137711,338,338,,338,338,338,,1300,a,1,0,0,,,,,,,
750855,,,215,25,,100,95,Burseraceae,Aucoumea klaineana,,0.377769231,WDSpecies ,2248951,612,612,,612,612,612,,2760,a,1,0,0,,,,,,,,3105464,625,625,,625,625,625,,2760,a,1,0,0,,,,,,,,3137712,623,623,,623,623,623,,2760,a,1,0,0,,,,,,,
750856,,,216,25,,100,87,Rubiaceae,Corynanthe mayumbensis,,0.6735,WDGenus,2248952,197,174,,174,174,174,,1300,ah,1,0,1,,,,,,,,3105465,184,184,,184,184,184,,1300,ah,1,0,0,,,,,,,,3137713,189,189,,189,189,189,,1300,ah,1,0,0,,,,,,,
750848,,,219,25,,83,86.5,Fabaceae,Swartzia fistuloides,,0.68331525,WDFamily,2248944,502,502,,502,502,502,,3180,ah,1,0,0,,,,,,,,3105467,497,497,,497,497,497,,3180,ah,1,0,0,,,,,,,,3137715,500,492,,492,492,492,,3180,ah,1,0,,,,,,,,F4 = R
750659,,,23,3,,20,46,Burseraceae,Dacryodes buettneri,,0.51255,WDSpecies ,2248755,606,606,,606,606,606,,1300,a,1,0,0,,,,,,,,3105288,605,605,,605,605,605,,1300,a,1,0,0,,,,,,,,3137536,611,611,,611,611,611,,1300,a,1,0,0,,,,,,,
750660,,,24,3,,19,46,Burseraceae,Dacryodes normandii,,0.516555556,WDSpecies ,2248756,155,145,,145,145,145,,1300,a,1,0,2,,,,,,,,3105289,146,146,,146,146,146,,1300,a,1,0,0,,,,,,,,3137537,145,147,,147,147,147,,1300,a,1,0,1,,,,,,,
750661,,,25,3,,20,47,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248757,253,247,,247,247,247,,1300,a,1,0,1,,,,,,,,3105290,247,247,,247,247,247,,1300,a,1,0,0,,,,,,,,3137538,247,247,,247,247,247,,1300,a,1,0,0,,,,,,,
750662,,,26,3,,17,55,Ochnaceae,Testulea gabonensis,,0.6387,WDSpecies ,2248758,1025,994,,994,994,994,,3050,a,1,0,1,,,,,,,,3105291,1018,1018,,1018,1018,1018,,3050,a,1,0,0,,,,,,,,3137539,1030,1030,,1030,1030,1030,,3050,a,1,0,0,,,,,,,
750663,,,27,3,,8.5,55,Burseraceae,Aucoumea klaineana,,0.377769231,WDSpecies ,2248759,349,332,,332,332,332,,1300,a,1,0,1,,,,,,,,3105292,332,332,,332,332,332,,1300,a,1,0,0,,,,,,,,3137540,302,332,,332,332,332,,1300,a,1,0,2,,,,,,,
750664,,,28,3,,9.5,55.5,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248760,119,96,,96,96,96,,1300,a,1,0,1,,,,,,,,3105293,102,102,,102,102,102,,1300,a,1,0,0,,,,,,,,3137541,105,105,,105,105,105,,1300,a,1,0,0,,,,,,,
750665,,,29,3,,5,55.5,Annonaceae,Xylopia aethiopica,,0.442,WDSpecies ,2248761,376,376,,376,376,376,,1300,a,1,0,0,,,,,,,,3105294,380,380,,380,380,380,,1300,a,1,0,0,,,,,,,,3137542,382,382,,382,382,382,,1300,a,1,0,0,,,,,,,
750666,,,30,3,,1.5,47,Annonaceae,Xylopia quintasii,,0.7626,WDSpecies ,2248762,249,229,,229,229,229,,1300,a,1,0,2,,,,,,,,3105295,229,229,,229,229,229,,1300,a,1,0,0,,,,,,,,3137543,0,0,,0,0,0,,0,0,aru,0,0,,,,,,,Mort debout
750667,,,31,4,,2.5,64.5,Ebenaceae,Diospyros suaveolens,,0.83328125,WDGenus,2248763,249,233,,233,233,233,,1300,a,1,0,1,,,,,,,,3105296,235,235,,235,235,235,,1300,a,1,0,0,,,,,,,,3137544,236,236,,236,236,236,,1300,a,1,0,0,,,,,,,
750668,,,32,4,,19,60.5,Lauraceae,Hypodaphnis zenkeri,,0.578013955,WDFamily,2248764,164,155,,155,155,155,,1300,b,1,0,1,,,,,,,,3105297,155,155,,155,155,155,,1300,b,1,0,0,,,,,,,,3137545,155,155,,155,155,155,,1300,b,1,0,0,,,,,,,
750669,,,33,4,,18,63.5,Cannabaceae,Celtis tessmannii,,0.6466,WDSpecies ,2248765,309,291,,291,291,291,,1300,c,1,0,1,,,,,,,,3105298,291,291,,291,291,291,,1300,c,1,0,0,,,,,,,,3137546,291,291,,291,291,291,,1300,c,1,0,0,,,,,,,
750670,,,34,4,,17,63,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248766,160,160,,160,160,160,,1300,a,1,0,0,,,,,,,,3105299,163,163,,163,163,163,,1300,a,1,0,0,,,,,,,,3137547,163,163,,163,163,163,,1300,a,1,0,0,,,,,,,
750671,,,35,4,,18,67.5,Annonaceae,Xylopia aethiopica,,0.442,WDSpecies ,2248767,233,233,,233,233,233,,1300,a,1,0,0,,,,,,,,3105300,238,238,,238,238,238,,1300,a,1,0,0,,,,,,,,3137548,240,240,,240,240,240,,1300,a,1,0,0,,,,,,,
750672,,,36,4,,13,72.5,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248768,153,137,,137,137,137,,1300,c,1,0,1,,,,,,,,3105301,147,147,,147,147,147,,1300,c,1,0,0,,,,,,,,3137549,152,152,,152,152,152,,1300,c,1,0,0,,,,,,,
750673,,,37,4,,1.5,75.5,Annonaceae,Xylopia aethiopica,,0.442,WDSpecies ,2248769,215,215,,215,215,215,,1300,a,1,0,0,,,,,,,,3105302,210,214,,214,214,214,,1300,a,1,0,3,,,,,,,,3137550,213,213,,213,213,213,,1300,a,1,0,0,,,,,,,
750674,,,38,4,,2.5,76,Ebenaceae,Diospyros dendo,,0.905,WDSpecies ,2248770,117,102,,102,102,102,,1300,a,1,0,1,,,,,,,,3105303,108,108,,108,108,108,,1300,a,1,0,0,,,,,,,,3137551,111,111,,111,111,111,,1300,a,1,0,0,,,,,,,
750675,,,39,4,,11,76.5,Euphorbiaceae,Plagiostyles africana,,0.741333333,WDSpecies ,2248771,383,375,,375,375,375,,1300,a,1,0,1,,,,,,,,3105304,377,377,,377,377,377,,1300,a,1,0,0,,,,,,,,3137552,378,378,,378,378,378,,1300,a,1,0,0,,,,,,,
750676,,,41,4,,19.5,79.5,Burseraceae,Aucoumea klaineana,,0.377769231,WDSpecies ,2248772,989,989,,989,989,989,,3100,a,1,0,0,,,,,,,,3105305,985,985,,985,985,985,,3100,a,1,0,0,,,,,,,,3137553,982,982,,982,982,982,,3100,a,1,0,0,,,,,,,
750677,,,42,5,,15,80.5,Anacardiaceae,Trichoscypha abut,,0.6444,WDGenus,2248773,333,327,,327,327,327,,1300,a,1,0,7,,,,,,,,3105306,327,327,,327,327,327,,1300,a,1,0,0,,,,,,,,3137554,326,326,,326,326,326,,1300,a,1,0,0,,,,,,,
750678,,,43,5,,14.5,81,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248774,179,161,,161,161,161,,1300,a,1,0,1,,,,,,,,3105307,161,161,,161,161,161,,1300,a,1,0,0,,,,,,,,3137555,161,161,,161,161,161,,1300,a,1,0,0,,,,,,,
750679,,,45,5,,5,81,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248775,354,343,,343,343,343,,1300,a,1,0,1,,,,,,,,3105308,347,347,,347,347,347,,1300,a,1,0,0,,,,,,,,3137556,349,349,,349,349,349,,1300,a,1,0,0,,,,,,,
750680,,,46,5,,7.5,83,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248776,369,350,,350,350,350,,1300,a,1,0,1,,,,,,,,3105309,350,350,,350,350,350,,1300,a,1,0,0,,,,,,,,3137557,350,350,,350,350,350,,1300,a,1,0,0,,,,,,,
750681,,,47,5,,2.5,87,Burseraceae,Dacryodes normandii,,0.516555556,WDSpecies ,2248777,445,434,,434,434,434,,1300,a,1,0,1,,,,,,,,3105310,436,436,,436,436,436,,1300,a,1,0,0,,,,,,,,3137558,437,437,,437,437,437,,1300,a,1,0,0,,,,,,,
750682,,,48,5,,4.5,90.5,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248778,369,350,,350,350,350,,1300,a,1,0,1,,,,,,,,3105311,352,352,,352,352,352,,1300,a,1,0,0,,,,,,,,3137559,353,353,,353,353,353,,1300,a,1,0,0,,,,,,,
750683,,,49,5,,8.5,90.5,Ebenaceae,Diospyros suaveolens,,0.83328125,WDGenus,2248779,138,117,,117,117,117,,1300,a,1,0,1,,,,,,,,3105312,123,123,,123,123,123,,1300,a,1,0,0,,,,,,,,3137560,126,126,,126,126,126,,1300,a,1,0,0,,,,,,,
750684,,,50,5,,11,90.5,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248780,316,309,,309,309,309,,2480,a,1,0,1,,,,,,,,3105313,309,309,,309,309,309,,2480,a,1,0,0,,,,,,,,3137561,309,309,,309,309,309,,2480,a,1,0,0,,,,,,,
750685,,,51,5,,11,94,Ebenaceae,Diospyros dendo,,0.905,WDSpecies ,2248781,112,112,,112,112,112,,1300,a,1,0,0,,,,,,,,3105314,112,112,,112,112,112,,1300,a,1,0,0,,,,,,,,3137562,114,114,,114,114,114,,1300,a,1,0,0,,,,,,,
750686,,,52,5,,10.5,96.5,Ochnaceae,Lophira alata,,0.8969,WDSpecies ,2248782,494,494,,494,494,494,,1300,a,1,0,0,,,,,,,,3105315,493,496,,496,496,496,,1300,a,1,0,3,,,,,,,,3137563,496,496,,496,496,496,,1300,a,1,0,0,,,,,,,
750687,,,53,5,,8.5,99,Rubiaceae,Corynanthe mayumbensis,,0.6735,WDGenus,2248783,116,99,,99,99,99,,1300,a,1,0,1,,,,,,,,3105316,103,103,,103,103,103,,1300,a,1,0,0,,,,,,,,3137564,105,105,,105,105,105,,1300,a,1,0,0,,,,,,,
750857,,,54,5,,17.5,92,Fabaceae,Dialium lopense,,0.837097222,WDGenus,2248953,726,716,,716,716,716,,3000,a,1,0,1,,,,,,,,3105317,718,718,,718,718,718,,3000,a,1,0,0,,,,,,,,3137565,719,719,,719,719,719,,3000,a,1,0,0,,,,,,,
750688,,,55,5,,20,93,Lauraceae,Hypodaphnis zenkeri,,0.578013955,WDFamily,2248784,188,171,,171,171,171,,1300,gz,1,0,7,,,,,,,,3105318,171,171,,171,171,171,,1300,gz,1,0,0,,,,,,,Tag tombé,3137566,170,170,,170,170,170,,1300,gz,1,0,0,,,,,,,Tronc fendu / Tag tombé
1598590,,,846,5,,,,Indet,Indet indet,,0.688581548,WDPlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750689,,,56,6,,23.5,97,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248785,294,294,,294,294,294,,1300,a,1,0,0,,,,,,,,3105319,288,292,,292,292,292,,1300,a,1,0,3,,,,,,,,3137567,290,290,,290,290,290,,1300,a,1,0,0,,,,,,,
750690,,,57,6,,24,83,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248786,208,190,,190,190,190,,1300,a,1,0,1,,,,,,,,3105320,192,192,,192,192,192,,1300,a,1,0,0,,,,,,,,3137568,193,193,,193,193,193,,1300,a,1,0,0,,,,,,,
750691,,,58,6,,33.5,83.5,Burseraceae,Dacryodes buettneri,,0.51255,WDSpecies ,2248787,809,809,,809,809,809,,3500,a,1,0,0,,,,,,,,3105321,812,812,,812,812,812,,3500,a,1,0,0,,,,,,,,3137569,828,828,,828,828,828,,3500,a,1,0,0,,,,,,,
750692,,,59,6,,36,84,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248788,230,230,,230,230,230,,1300,a,1,0,0,,,,,,,,3105322,233,233,,233,233,233,,1300,a,1,0,0,,,,,,,,3137570,234,234,,234,234,234,,1300,a,1,0,0,,,,,,,
750693,,,60,7,,39.5,77.5,Annonaceae,Xylopia aethiopica,,0.442,WDSpecies ,2248789,295,295,,295,295,295,,1300,a,1,0,0,,,,,,,,3105323,294,295,,295,295,295,,1300,a,1,0,3,,,,,,,,3137571,299,299,,299,299,299,,1300,a,1,0,0,,,,,,,
750694,,,61,7,,29,76,Meliaceae,Trichilia prieuriana,,0.4825,WDGenus,2248790,162,162,,162,162,162,,1300,a,1,0,0,,,,,,,,3105324,159,159,,159,159,159,,1300,a,1,0,0,,,,,,,,3137572,160,160,,160,160,160,,1300,a,1,0,0,,,,,,,
750695,,,62,7,,27,75,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248791,320,320,,320,320,320,,1300,a,1,0,0,,,,,,,,3105325,327,327,,327,327,327,,1300,a,1,0,0,,,,,,,,3137573,334,334,,334,334,334,,1300,a,1,0,0,,,,,,,
750696,,,63,7,,27,73,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248792,229,212,,212,212,212,,1300,a,1,0,1,,,,,,,,3105326,212,212,,212,212,212,,1300,a,1,0,0,,,,,,,,3137574,212,212,,212,212,212,,1300,a,1,0,0,,,,,,,
750697,,,64,7,,24.5,72,Annonaceae,Xylopia aethiopica,,0.442,WDSpecies ,2248793,205,205,,205,205,205,,1300,a,1,0,0,,,,,,,,3105327,200,200,,200,200,200,,1300,a,1,0,0,,,,,,,,3137575,202,202,,202,202,202,,1300,a,1,0,0,,,,,,,
750698,,,66,7,,28,67,Annonaceae,Polyalthia suaveolens,,0.695,WDSpecies ,2248794,315,307,,307,307,307,,1300,a,1,0,1,,,,,,,,3105328,307,307,,307,307,307,,1300,a,1,0,0,,,,,,,,3137576,307,307,,307,307,307,,1300,a,1,0,0,,,,,,,
750699,,,67,7,,34,65,Annonaceae,Xylopia quintasii,,0.7626,WDSpecies ,2248795,120,120,,120,120,120,,1300,a,1,0,0,,,,,,,,3105329,133,133,,133,133,133,,1300,a,1,0,0,,,,,,,,3137577,131,131,,131,131,131,,1300,a,1,0,0,,,,,,,
750700,,,68,7,,31,62.5,Ebenaceae,Diospyros piscatoria,,0.83328125,WDGenus,2248796,116,103,,103,103,103,,1000,a,1,0,1,,,,,,,,3105330,107,107,,107,107,107,,1000,a,1,0,0,,,,,,,,3137578,109,109,,109,109,109,,1000,a,1,0,0,,,,,,,
750701,,,69,7,,22,70,Annonaceae,Xylopia aethiopica,,0.442,WDSpecies ,2248797,126,115,,115,115,115,,1300,a,1,0,1,,,,,,,,3105331,115,115,,115,115,115,,1300,a,1,0,0,,,,,,,,3137579,115,115,,115,115,115,,1300,a,1,0,0,,,,,,,
750702,,,70,7,,20.5,68.5,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248798,309,288,,288,288,288,,2780,a,1,0,1,,,,,,,,3105332,292,292,,292,292,292,,2780,a,1,0,0,,,,,,,,3137580,294,294,,294,294,294,,2780,a,1,0,0,,,,,,,
750703,,,71,7,,22,68.5,Rubiaceae,Porterandia cladantha,,0.69565607,WDFamily,2248799,260,260,,260,260,260,,1300,c,1,0,0,,,,,,,,3105333,260,260,,260,260,260,,1300,c,1,0,0,,,,,,,,3137581,261,261,,261,261,261,,1300,c,1,0,0,,,,,,,
750704,,,72,7,,23.5,65,Fabaceae,Pentaclethra macrophylla,,0.841,WDSpecies ,2248800,532,532,,532,532,532,,2350,cf,1,0,0,,,,,,,,3105334,538,538,,538,538,538,,2350,cf,1,0,0,,,,,,,,3137582,526,541,,541,541,541,,2350,cf,1,0,1,,,,,,,
750705,,,73,8,,20,59,Annonaceae,Enantia chlorantha,,0.498461361,WDFamily,2248801,111,111,,111,111,111,,1900,c,1,0,0,,,,,,,,3105335,107,107,,107,107,107,,1900,c,1,0,0,,,,,,,,3137583,109,109,,109,109,109,,1900,c,1,0,0,,,,,,,
750706,,,74,8,,25,58,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248802,304,294,,294,294,294,,1300,c,1,0,1,,,,,,,,3105336,296,296,,296,296,296,,1300,c,1,0,0,,,,,,,,3137584,297,297,,297,297,297,,1300,c,1,0,0,,,,,,,
750707,,,75,8,,20.5,57,Irvingiaceae,Desbordesia glaucescens,,0.919,WDSpecies ,2248803,439,414,,414,414,414,,2880,a,1,0,1,,,,,,,,3105337,420,420,,420,420,420,,2880,a,1,0,0,,,,,,,,3137585,423,423,,423,423,423,,2880,a,1,0,0,,,,,,,
750708,,,76,8,,23,47.5,Irvingiaceae,Desbordesia glaucescens,,0.919,WDSpecies ,2248804,507,507,,507,507,507,,3630,a,1,0,0,,,,,,,,3105338,510,510,,510,510,510,,3630,a,1,0,0,,,,,,,,3137586,510,510,,510,510,510,,3630,a,1,0,0,,,,,,,
750709,,,77,8,,28,44,Cannabaceae,Celtis tessmannii,,0.6466,WDSpecies ,2248805,923,912,,912,912,912,,3600,c,1,0,1,,,,,,,,3105339,914,914,,914,914,914,,3600,c,1,0,0,,,,,,,,3137587,915,915,,915,915,915,,3600,c,1,0,0,,,,,,,
750710,,,78,8,,29.5,45,Annonaceae,Enantia chlorantha,,0.498461361,WDFamily,2248806,247,238,,238,238,238,,1300,a,1,0,1,,,,,,,,3105340,238,238,,238,238,238,,1300,a,1,0,0,,,,,,,,3137588,238,238,,238,238,238,,1300,a,1,0,0,,,,,,,
750711,,,79,9,,22,28.5,Fabaceae,Swartzia fistuloides,,0.68331525,WDFamily,2248807,608,608,,608,608,608,,1300,a,1,0,0,,,,,,,,3105341,0,0,,0,0,0,,0,0,ap,0,0,,,,,,,Mort debout,,,,,,,,,,,,,,,,,,,,
750712,,,80,9,,37,34,Burseraceae,Dacryodes normandii,,0.516555556,WDSpecies ,2248808,351,351,,351,351,351,,1300,a,1,0,0,,,,,,,,3105342,358,358,,358,358,358,,1300,a,1,0,0,,,,,,,,3137590,365,365,,365,365,365,,1300,a,1,0,0,,,,,,,
750713,,,81,9,,38.5,32,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248809,402,402,,402,402,402,,2880,a,1,0,0,,,,,,,,3105343,403,403,,403,403,403,,2880,a,1,0,0,,,,,,,,3137591,404,404,,404,404,404,,2880,a,1,0,0,,,,,,,
750714,,,83,9,,39.5,40,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248810,292,292,,292,292,292,,1300,a,1,0,0,,,,,,,,3105344,292,292,,292,292,292,,1300,a,1,0,0,,,,,,,,3137592,292,292,,292,292,292,,1300,a,1,0,0,,,,,,,
750715,,,84,9,,39.5,20.5,Ebenaceae,Diospyros polystemon,,0.83328125,WDGenus,2248811,220,220,,220,220,220,,1300,a,1,0,0,,,,,,,,3105345,229,229,,229,229,229,,1300,a,1,0,0,,,,,,,,3137593,236,236,,236,236,236,,1300,a,1,0,0,,,,,,,
750716,,,85,9,,31.5,24.5,Malvaceae,Cola lizae,,0.601095238,WDGenus,2248812,257,247,,247,247,247,,1300,c,1,0,1,,,,,,,,3105346,249,249,,249,249,249,,1300,c,1,0,0,,,,,,,,3137594,250,250,,250,250,250,,1300,c,1,0,0,,,,,,,
750717,,,86,9,,31,21,Irvingiaceae,Klainedoxa gabonensis,,0.925583333,WDSpecies ,2248813,860,860,,860,860,860,,2300,f,1,0,0,,,,,,,,3105347,868,868,,868,868,868,,2300,f,1,0,0,,,,,,,,3137595,870,870,,870,870,870,,2300,f,1,0,0,,,,,,,
750780,,,135,,,48.5,99,Euphorbiaceae,Maprounea membranacea,,0.434883333,WDFamily,2248876,236,130,,130,130,130,,2550,ah,1,0,7,,,,,,,,3105393,130,130,,130,130,130,,2550,ah,1,0,0,,,,,,,,3137641,0,130,,130,130,130,,2550,a,1,0,7,,,,,,,"Hors placette, old T1=15"
750783,,,137,,,52.5,99.5,Annonaceae,Xylopia aethiopica,,0.442,WDSpecies ,2248879,333,333,,333,333,333,,2800,a,1,0,0,,,,,,,,3105395,339,339,,339,339,339,,2800,a,1,0,0,,,,,,,,3137643,0,342,,342,342,342,,2800,a,1,0,1,,,,,,,"Hors placette, old T1=15"
750784,,,138,,,57.5,99,Ebenaceae,Diospyros suaveolens,,0.83328125,WDGenus,2248880,417,406,,406,406,406,,1970,f,1,0,7,,,,,,,,3105396,406,406,,406,406,406,,1970,f,1,0,0,,,,,,,,3137644,0,406,,406,406,406,,1970,f,1,0,7,,,,,,,"Hors placette, old T1=15"
750851,,,211,,,87,99,Burseraceae,Aucoumea klaineana,,0.377769231,WDSpecies ,2248947,840,840,,840,840,840,,2890,c,1,0,0,,,,,,,,3105460,856,856,,856,856,856,,2890,c,1,0,0,,,,,,,,3137708,0,864,,864,864,864,,2890,c,1,0,1,,,,,,,"Hors placette, old T1=25"
750852,,,212,,,90.5,98.5,Fabaceae,Pentaclethra macrophylla,,0.841,WDSpecies ,2248948,492,492,,492,492,492,,2780,f,1,0,0,,,,,,,,3105461,495,495,,495,495,495,,2780,f,1,0,0,,,,,,,,3137709,0,497,,497,497,497,,2780,f,1,0,1,,,,,,,"Hors placette, old T1=25"
750853,,,213,,,94.5,100,Fabaceae,Pentaclethra macrophylla,,0.841,WDSpecies ,2248949,417,396,,396,396,396,,2980,c,1,0,7,,,,,,,,3105462,396,396,,396,396,396,,2980,c,1,0,0,,,,,,,,3137710,0,396,,396,396,396,,2980,c,1,0,7,,,,,,,"Hors placette, old T1=25"
750781,,,217,,,48.5,99,Euphorbiaceae,Maprounea membranacea,,0.434883333,WDFamily,2248877,118,105,,105,105,105,,2400,ch,1,0,7,,,,,,,,3105466,105,105,,105,105,105,,2400,ch,1,0,0,,,,,,,,3137714,0,105,,105,105,105,,2400,ch,1,0,7,,,,,,,"Hors placette, old T1=15"