plot_code,sub_plot,tree_tag,year,month,day,wood_density_g_m2,tree_height_year,tree_height_m,pom_height_m,baseline_dbh_year,baseline_dbh_mm,dbh_nodirection_mm,dbh_northsouth_mm,dbh_westeast_mm,dendrometer_reading_replaced_mm,status_code_intact_moved_broken,mortality_code_alive_dead,quality_code,comments,date,dendrometer_reading_mm,family,genus,species
ABC-01,9,317,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,9,317,2014,3,6,NA,NA,NA,1.35,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.62,NA,NA,NA
ABC-01,9,319,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,9,319,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,9,319,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,9,320,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,9,320,2013,12,10,NA,NA,NA,1.35,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.3,NA,NA,NA
ABC-01,9,320,2014,3,6,NA,NA,NA,1.35,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.36,NA,NA,NA
ABC-01,9,324,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,9,324,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,9,324,2014,3,6,NA,NA,NA,1.35,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.16,NA,NA,NA
ABC-01,9,330,2013,9,24,NA,NA,NA,1.45,NA,NA,-1.22,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.22,NA,NA,NA
ABC-01,9,330,2013,12,10,NA,NA,NA,1.45,NA,NA,-2.1,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-2.1,NA,NA,NA
ABC-01,9,330,2014,3,6,NA,NA,NA,1.45,NA,NA,-1.84,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.84,NA,NA,NA
ABC-01,9,334,2013,9,24,NA,NA,NA,1.4,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.17,NA,NA,NA
ABC-01,9,334,2013,12,10,NA,NA,NA,1.4,NA,NA,3.21,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.21,NA,NA,NA
ABC-01,9,334,2014,3,6,NA,NA,NA,1.4,NA,NA,4.76,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.76,NA,NA,NA
ABC-01,9,335,2013,9,24,NA,NA,NA,1.4,NA,NA,-1.52,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.52,NA,NA,NA
ABC-01,9,335,2013,12,10,NA,NA,NA,1.4,NA,NA,-3.49,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-3.49,NA,NA,NA
ABC-01,9,335,2014,3,6,NA,NA,NA,1.4,NA,NA,-2.54,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-2.54,NA,NA,NA
ABC-01,9,342,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,9,342,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,9,342,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,10,346,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,10,346,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,10,346,2014,3,6,NA,NA,NA,1.4,NA,NA,-0.25,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-0.25,NA,NA,NA
ABC-01,10,349,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,10,349,2013,12,10,NA,NA,NA,1.4,NA,NA,2.52,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.52,NA,NA,NA
ABC-01,10,349,2014,3,6,NA,NA,NA,1.4,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.9,NA,NA,NA
ABC-01,10,365,2013,9,24,NA,NA,NA,1.4,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,24/09/2013,3.8,NA,NA,NA
ABC-01,10,365,2013,12,10,NA,NA,NA,1.4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5,NA,NA,NA
ABC-01,10,365,2014,3,6,NA,NA,NA,1.4,NA,NA,5.95,NA,NA,NA,NA,NA,NA,NA,06/03/2014,5.95,NA,NA,NA
ABC-01,10,367,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,10,367,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,10,367,2014,3,6,NA,NA,NA,1.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1,NA,NA,NA
ABC-01,10,368,2013,9,24,NA,NA,NA,1.4,NA,NA,4.23,NA,NA,NA,NA,NA,NA,NA,24/09/2013,4.23,NA,NA,NA
ABC-01,10,368,2013,12,10,NA,NA,NA,1.4,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,10/12/2013,9.4,NA,NA,NA
ABC-01,10,368,2014,3,6,NA,NA,NA,1.4,NA,NA,11.15,NA,NA,NA,NA,NA,NA,NA,06/03/2014,11.15,NA,NA,NA
ABC-01,10,370,2013,9,24,NA,NA,NA,1.35,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.29,NA,NA,NA
ABC-01,10,370,2013,12,10,NA,NA,NA,1.35,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.5,NA,NA,NA
ABC-01,10,370,2014,3,6,NA,NA,NA,1.35,NA,NA,3.45,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.45,NA,NA,NA
ABC-01,10,371,2013,9,24,NA,NA,NA,1.4,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.37,NA,NA,NA
ABC-01,10,371,2013,12,10,NA,NA,NA,1.4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,10/12/2013,4,NA,NA,NA
ABC-01,10,371,2014,3,6,NA,NA,NA,1.4,NA,NA,5.75,NA,NA,NA,NA,NA,NA,NA,06/03/2014,5.75,NA,NA,NA
ABC-01,10,376,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,10,376,2013,12,10,NA,NA,NA,1.4,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.1,NA,NA,NA
ABC-01,10,376,2014,3,6,NA,NA,NA,1.4,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.35,NA,NA,NA
ABC-01,11,378,2013,9,24,NA,NA,NA,1.4,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.32,NA,NA,NA
ABC-01,11,378,2013,12,10,NA,NA,NA,1.4,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0.91,NA,NA,NA
ABC-01,11,378,2014,3,6,NA,NA,NA,1.4,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0.1,NA,NA,NA
ABC-01,11,379,2013,9,24,NA,NA,NA,1.4,NA,NA,1.97,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.97,NA,NA,NA
ABC-01,11,379,2013,12,10,NA,NA,NA,1.4,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.98,NA,NA,NA
ABC-01,11,379,2014,3,6,NA,NA,NA,1.4,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.3,NA,NA,NA
ABC-01,1,38,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,1,38,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,1,38,2014,3,6,NA,NA,NA,1.4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2,NA,NA,NA
ABC-01,11,380,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,11,380,2013,12,10,NA,NA,NA,1.4,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0.2,NA,NA,NA
ABC-01,11,380,2014,3,6,NA,NA,NA,1.4,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.8,NA,NA,NA
ABC-01,11,392,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,11,392,2013,12,10,NA,NA,NA,1.35,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0.87,NA,NA,NA
ABC-01,11,392,2014,3,6,NA,NA,NA,1.35,NA,NA,3.15,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.15,NA,NA,NA
ABC-01,11,396,2013,9,24,NA,NA,NA,1.4,NA,NA,-2.2,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-2.2,NA,NA,NA
ABC-01,11,396,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,11,396,2014,3,6,NA,NA,NA,1.4,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.75,NA,NA,NA
ABC-01,11,399,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,11,399,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,11,399,2014,3,6,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,11,400,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,11,400,2013,12,10,NA,NA,NA,1.4,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.9,NA,NA,NA
ABC-01,11,400,2014,3,6,NA,NA,NA,1.4,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.1,NA,NA,NA
ABC-01,11,402,2013,9,24,NA,NA,NA,1.45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,11,402,2013,12,10,NA,NA,NA,1.45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,11,402,2014,3,6,NA,NA,NA,1.45,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.15,NA,NA,NA
ABC-01,12,417,2013,9,24,NA,NA,NA,1.4,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.33,NA,NA,NA
ABC-01,12,417,2013,12,10,NA,NA,NA,1.4,NA,NA,0.25,NA,NA,NA,NA,NA,NA,corrected from 2.5,10/12/2013,0.25,NA,NA,NA
ABC-01,12,417,2014,3,6,NA,NA,NA,1.4,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0.15,NA,NA,NA
ABC-01,12,418,2013,9,24,NA,NA,NA,1.4,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.3,NA,NA,NA
ABC-01,12,418,2013,12,10,NA,NA,NA,1.4,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.5,NA,NA,NA
ABC-01,12,418,2014,3,6,NA,NA,NA,1.4,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.8,NA,NA,NA
ABC-01,12,419,2013,9,24,NA,NA,NA,1.4,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.12,NA,NA,NA
ABC-01,12,419,2013,12,10,NA,NA,NA,1.4,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.16,NA,NA,NA
ABC-01,12,419,2014,3,6,NA,NA,NA,1.4,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.2,NA,NA,NA
ABC-01,2,42,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,2,42,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,2,42,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,12,424,2013,9,24,NA,NA,NA,1.4,NA,NA,2.64,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.64,NA,NA,NA
ABC-01,12,424,2013,12,10,NA,NA,NA,1.4,NA,NA,3.34,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.34,NA,NA,NA
ABC-01,12,424,2014,3,6,NA,NA,NA,1.4,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.75,NA,NA,NA
ABC-01,12,425,2013,9,24,NA,NA,NA,1.4,NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.82,NA,NA,NA
ABC-01,12,425,2013,12,10,NA,NA,NA,1.4,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,10/12/2013,4.2,NA,NA,NA
ABC-01,12,425,2014,3,6,NA,NA,NA,1.4,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,7.1,NA,NA,NA
ABC-01,12,429,2013,9,24,NA,NA,NA,1.4,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.54,NA,NA,NA
ABC-01,12,429,2013,12,10,NA,NA,NA,1.4,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.6,NA,NA,NA
ABC-01,12,429,2014,3,6,NA,NA,NA,1.4,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.5,NA,NA,NA
ABC-01,2,43,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,2,43,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,2,43,2014,3,6,NA,NA,NA,1.4,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.35,NA,NA,NA
ABC-01,12,430,2013,9,24,NA,NA,NA,1.4,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.81,NA,NA,NA
ABC-01,12,430,2013,12,10,NA,NA,NA,1.4,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0.91,NA,NA,NA
ABC-01,12,430,2014,3,6,NA,NA,NA,1.4,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.1,NA,NA,NA
ABC-01,12,433,2013,12,10,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,12,433,2014,3,6,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,13,440,2013,9,24,NA,NA,NA,1.4,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.32,NA,NA,NA
ABC-01,13,440,2013,12,10,NA,NA,NA,1.4,NA,NA,5.32,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5.32,NA,NA,NA
ABC-01,13,440,2014,3,6,NA,NA,NA,1.4,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,06/03/2014,13.4,NA,NA,NA
ABC-01,13,444,2013,9,24,NA,NA,NA,1.35,NA,NA,8.14,NA,NA,NA,NA,NA,NA,NA,24/09/2013,8.14,NA,NA,NA
ABC-01,13,444,2013,12,10,NA,NA,NA,1.35,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,10/12/2013,13.5,NA,NA,NA
ABC-01,13,444,2014,3,6,NA,NA,NA,1.35,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,17.8,NA,NA,NA
ABC-01,13,445,2013,9,24,NA,NA,NA,1.4,NA,NA,7.19,NA,NA,NA,NA,NA,NA,NA,24/09/2013,7.19,NA,NA,NA
ABC-01,13,445,2013,12,10,NA,NA,NA,1.4,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,10/12/2013,13.2,NA,NA,NA
ABC-01,13,445,2014,3,6,NA,NA,NA,1.4,NA,NA,23.25,NA,NA,NA,NA,NA,NA,NA,06/03/2014,23.25,NA,NA,NA
ABC-01,13,446,2013,9,24,NA,NA,NA,1.4,NA,NA,-0.88,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-0.88,NA,NA,NA
ABC-01,13,446,2013,12,10,NA,NA,NA,1.4,NA,NA,-2.11,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-2.11,NA,NA,NA
ABC-01,13,446,2014,3,6,NA,NA,NA,1.4,NA,NA,-1.65,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.65,NA,NA,NA
ABC-01,13,447,2013,9,24,NA,NA,NA,1.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,13,447,2013,12,10,NA,NA,NA,1.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,13,447,2014,3,6,NA,NA,NA,1.9,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.35,NA,NA,NA
ABC-01,13,449,2013,9,24,NA,NA,NA,1.35,NA,NA,-1.72,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.72,NA,NA,NA
ABC-01,13,449,2013,12,10,NA,NA,NA,1.35,NA,NA,-2.4,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-2.4,NA,NA,NA
ABC-01,13,449,2014,3,6,NA,NA,NA,1.35,NA,NA,-2.25,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-2.25,NA,NA,NA
ABC-01,13,453,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,13,453,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,13,453,2014,3,6,NA,NA,NA,1.35,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.1,NA,NA,NA
ABC-01,13,458,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,13,458,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,13,458,2014,3,6,NA,NA,NA,1.4,NA,NA,-1.25,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.25,NA,NA,NA
ABC-01,14,468,2013,9,24,NA,NA,NA,1.4,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.49,NA,NA,NA
ABC-01,14,468,2013,12,10,NA,NA,NA,1.4,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.12,NA,NA,NA
ABC-01,14,468,2014,3,6,NA,NA,NA,1.4,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.7,NA,NA,NA
ABC-01,14,470,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,14,470,2013,12,10,NA,NA,NA,1.4,NA,NA,-1.8,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-1.8,NA,NA,NA
ABC-01,14,470,2014,3,6,NA,NA,NA,1.4,NA,NA,-0.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-0.8,NA,NA,NA
ABC-01,14,472,2013,9,24,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,14,472,2013,12,10,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,14,472,2014,3,6,NA,NA,NA,1.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1,NA,NA,NA
ABC-01,14,474,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,14,474,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,14,474,2014,3,6,NA,NA,NA,1.4,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0.8,NA,NA,NA
ABC-01,14,476,2013,9,24,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,14,476,2013,12,10,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,14,476,2014,3,6,NA,NA,NA,1.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1,NA,NA,NA
ABC-01,15,479,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,15,479,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,15,479,2014,3,6,NA,NA,NA,1.4,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0.55,NA,NA,NA
